trial_type,trial_index,time_elapsed,internal_node_id,code,subject,hitId,assignmentId,success,timeout,failed_images,failed_audio,failed_video,view_history,rt,init_locations,moves,final_locations,stim_category,response,question_order,file_name,n
free-sort,7,102370,0.0-7.0,ZvmgvOMCatActImUQZBQlLBbQ,p949692,076d4ae9-1d81-4eff-8850-8afaec0d02bb,1ef6de3e-19b6-47a8-be24-a54e1292a88d,NA,NA,NA,NA,NA,NA,24172.400000095367,"[{""src"":""stims_sta/sup1.jpg"",""x"":830.4000000000001,""y"":0},{""src"":""stims_sta/sub3.jpg"",""x"":-130.40000000000003,""y"":600},{""src"":""stims_sta/bas1.jpg"",""x"":830.4000000000001,""y"":200},{""src"":""stims_sta/sub5.jpg"",""x"":-130.40000000000003,""y"":400},{""src"":""stims_sta/sup4.jpg"",""x"":830.4000000000001,""y"":400},{""src"":""stims_sta/sub2.jpg"",""x"":-130.40000000000003,""y"":200},{""src"":""stims_sta/bas4.jpg"",""x"":830.4000000000001,""y"":600},{""src"":""stims_sta/sup2.jpg"",""x"":-130.40000000000003,""y"":0},{""src"":""stims_sta/sup5.jpg"",""x"":970.4000000000001,""y"":0},{""src"":""stims_sta/sub4.jpg"",""x"":-270.40000000000003,""y"":600},{""src"":""stims_sta/bas3.jpg"",""x"":970.4000000000001,""y"":200},{""src"":""stims_sta/bas2.jpg"",""x"":-270.40000000000003,""y"":400},{""src"":""stims_sta/sup3.jpg"",""x"":970.4000000000001,""y"":400},{""src"":""stims_sta/sub1.jpg"",""x"":-270.40000000000003,""y"":200},{""src"":""stims_sta/sup6.jpg"",""x"":970.4000000000001,""y"":600}]","[{""src"":""stims_sta/sup2.jpg"",""x"":210,""y"":129},{""src"":""stims_sta/sub2.jpg"",""x"":180,""y"":489},{""src"":""stims_sta/sup2.jpg"",""x"":220,""y"":89},{""src"":""stims_sta/sub1.jpg"",""x"":255,""y"":413},{""src"":""stims_sta/sub5.jpg"",""x"":201,""y"":436},{""src"":""stims_sta/sub2.jpg"",""x"":258,""y"":550},{""src"":""stims_sta/sub2.jpg"",""x"":250,""y"":525},{""src"":""stims_sta/sub1.jpg"",""x"":211,""y"":401},{""src"":""stims_sta/sub1.jpg"",""x"":91,""y"":371},{""src"":""stims_sta/sub5.jpg"",""x"":187,""y"":409},{""src"":""stims_sta/sub3.jpg"",""x"":155,""y"":489},{""src"":""stims_sta/sub4.jpg"",""x"":289,""y"":402},{""src"":""stims_sta/bas2.jpg"",""x"":379,""y"":516},{""src"":""stims_sta/bas3.jpg"",""x"":479,""y"":486},{""src"":""stims_sta/bas1.jpg"",""x"":412,""y"":428},{""src"":""stims_sta/bas4.jpg"",""x"":558,""y"":442},{""src"":""stims_sta/sup4.jpg"",""x"":304,""y"":91},{""src"":""stims_sta/sup3.jpg"",""x"":463,""y"":93},{""src"":""stims_sta/sup1.jpg"",""x"":567,""y"":125},{""src"":""stims_sta/sup5.jpg"",""x"":103,""y"":157},{""src"":""stims_sta/sup6.jpg"",""x"":409,""y"":202},{""src"":""stims_sta/sub1.jpg"",""x"":80,""y"":404}]","[{""src"":""stims_sta/sup1.jpg"",""x"":567,""y"":125},{""src"":""stims_sta/sub3.jpg"",""x"":155,""y"":489},{""src"":""stims_sta/bas1.jpg"",""x"":412,""y"":428},{""src"":""stims_sta/sub5.jpg"",""x"":187,""y"":409},{""src"":""stims_sta/sup4.jpg"",""x"":304,""y"":91},{""src"":""stims_sta/sub2.jpg"",""x"":250,""y"":525},{""src"":""stims_sta/bas4.jpg"",""x"":558,""y"":442},{""src"":""stims_sta/sup2.jpg"",""x"":220,""y"":89},{""src"":""stims_sta/sup5.jpg"",""x"":103,""y"":157},{""src"":""stims_sta/sub4.jpg"",""x"":289,""y"":402},{""src"":""stims_sta/bas3.jpg"",""x"":479,""y"":486},{""src"":""stims_sta/bas2.jpg"",""x"":379,""y"":516},{""src"":""stims_sta/sup3.jpg"",""x"":463,""y"":93},{""src"":""stims_sta/sub1.jpg"",""x"":80,""y"":404},{""src"":""stims_sta/sup6.jpg"",""x"":409,""y"":202}]",stims_sta,NA,NA,/Users/martincz/GitHub/cat-act/data/free-sort/raw/catact-free-sort_PARTICIPANT_SESSION_2023-09-27_10h55.55.218.csv,19
free-sort,8,123300,0.0-8.0,ZvmgvOMCatActImUQZBQlLBbQ,p949692,076d4ae9-1d81-4eff-8850-8afaec0d02bb,1ef6de3e-19b6-47a8-be24-a54e1292a88d,NA,NA,NA,NA,NA,NA,20929,"[{""src"":""stims_fru/sub1.jpg"",""x"":830.4000000000001,""y"":0},{""src"":""stims_fru/bas3.jpg"",""x"":-130.40000000000003,""y"":600},{""src"":""stims_fru/sub4.jpg"",""x"":830.4000000000001,""y"":200},{""src"":""stims_fru/sup5.jpg"",""x"":-130.40000000000003,""y"":400},{""src"":""stims_fru/sup4.jpg"",""x"":830.4000000000001,""y"":400},{""src"":""stims_fru/bas4.jpg"",""x"":-130.40000000000003,""y"":200},{""src"":""stims_fru/bas2.jpg"",""x"":830.4000000000001,""y"":600},{""src"":""stims_fru/sub3.jpg"",""x"":-130.40000000000003,""y"":0},{""src"":""stims_fru/sup2.jpg"",""x"":970.4000000000001,""y"":0},{""src"":""stims_fru/sub2.jpg"",""x"":-270.40000000000003,""y"":600},{""src"":""stims_fru/sup3.jpg"",""x"":970.4000000000001,""y"":200},{""src"":""stims_fru/bas1.jpg"",""x"":-270.40000000000003,""y"":400},{""src"":""stims_fru/sup1.jpg"",""x"":970.4000000000001,""y"":400},{""src"":""stims_fru/sup6.jpg"",""x"":-270.40000000000003,""y"":200},{""src"":""stims_fru/sub5.jpg"",""x"":970.4000000000001,""y"":600}]","[{""src"":""stims_fru/sub3.jpg"",""x"":238,""y"":101},{""src"":""stims_fru/bas4.jpg"",""x"":176,""y"":179},{""src"":""stims_fru/bas1.jpg"",""x"":97,""y"":206},{""src"":""stims_fru/bas3.jpg"",""x"":92,""y"":290},{""src"":""stims_fru/sub2.jpg"",""x"":111,""y"":359},{""src"":""stims_fru/sup5.jpg"",""x"":536,""y"":484},{""src"":""stims_fru/sup1.jpg"",""x"":589,""y"":363},{""src"":""stims_fru/sup3.jpg"",""x"":618,""y"":245},{""src"":""stims_fru/sup4.jpg"",""x"":575,""y"":140},{""src"":""stims_fru/sup2.jpg"",""x"":488,""y"":284},{""src"":""stims_fru/bas2.jpg"",""x"":118,""y"":472},{""src"":""stims_fru/sup6.jpg"",""x"":480,""y"":167},{""src"":""stims_fru/sub1.jpg"",""x"":174,""y"":268},{""src"":""stims_fru/sub4.jpg"",""x"":205,""y"":370},{""src"":""stims_fru/sub5.jpg"",""x"":246,""y"":489}]","[{""src"":""stims_fru/sub1.jpg"",""x"":174,""y"":268},{""src"":""stims_fru/bas3.jpg"",""x"":92,""y"":290},{""src"":""stims_fru/sub4.jpg"",""x"":205,""y"":370},{""src"":""stims_fru/sup5.jpg"",""x"":536,""y"":484},{""src"":""stims_fru/sup4.jpg"",""x"":575,""y"":140},{""src"":""stims_fru/bas4.jpg"",""x"":176,""y"":179},{""src"":""stims_fru/bas2.jpg"",""x"":118,""y"":472},{""src"":""stims_fru/sub3.jpg"",""x"":238,""y"":101},{""src"":""stims_fru/sup2.jpg"",""x"":488,""y"":284},{""src"":""stims_fru/sub2.jpg"",""x"":111,""y"":359},{""src"":""stims_fru/sup3.jpg"",""x"":618,""y"":245},{""src"":""stims_fru/bas1.jpg"",""x"":97,""y"":206},{""src"":""stims_fru/sup1.jpg"",""x"":589,""y"":363},{""src"":""stims_fru/sup6.jpg"",""x"":480,""y"":167},{""src"":""stims_fru/sub5.jpg"",""x"":246,""y"":489}]",stims_fru,NA,NA,/Users/martincz/GitHub/cat-act/data/free-sort/raw/catact-free-sort_PARTICIPANT_SESSION_2023-09-27_10h55.55.218.csv,19
free-sort,9,164746,0.0-9.0,ZvmgvOMCatActImUQZBQlLBbQ,p949692,076d4ae9-1d81-4eff-8850-8afaec0d02bb,1ef6de3e-19b6-47a8-be24-a54e1292a88d,NA,NA,NA,NA,NA,NA,41445.09999990463,"[{""src"":""stims_ani/sub2.jpg"",""x"":830.4000000000001,""y"":0},{""src"":""stims_ani/sup3.jpg"",""x"":-130.40000000000003,""y"":600},{""src"":""stims_ani/bas4.jpg"",""x"":830.4000000000001,""y"":200},{""src"":""stims_ani/sup6.jpg"",""x"":-130.40000000000003,""y"":400},{""src"":""stims_ani/bas2.jpg"",""x"":830.4000000000001,""y"":400},{""src"":""stims_ani/sup2.jpg"",""x"":-130.40000000000003,""y"":200},{""src"":""stims_ani/bas3.jpg"",""x"":830.4000000000001,""y"":600},{""src"":""stims_ani/sup1.jpg"",""x"":-130.40000000000003,""y"":0},{""src"":""stims_ani/sup5.jpg"",""x"":970.4000000000001,""y"":0},{""src"":""stims_ani/sub4.jpg"",""x"":-270.40000000000003,""y"":600},{""src"":""stims_ani/sub3.jpg"",""x"":970.4000000000001,""y"":200},{""src"":""stims_ani/bas1.jpg"",""x"":-270.40000000000003,""y"":400},{""src"":""stims_ani/sub5.jpg"",""x"":970.4000000000001,""y"":400},{""src"":""stims_ani/sup4.jpg"",""x"":-270.40000000000003,""y"":200},{""src"":""stims_ani/sub1.jpg"",""x"":970.4000000000001,""y"":600}]","[{""src"":""stims_ani/sup1.jpg"",""x"":216,""y"":92},{""src"":""stims_ani/sup4.jpg"",""x"":121,""y"":173},{""src"":""stims_ani/sup1.jpg"",""x"":170,""y"":77},{""src"":""stims_ani/sup4.jpg"",""x"":81,""y"":167},{""src"":""stims_ani/sup2.jpg"",""x"":602,""y"":296},{""src"":""stims_ani/bas1.jpg"",""x"":53,""y"":287},{""src"":""stims_ani/sup6.jpg"",""x"":601,""y"":193},{""src"":""stims_ani/sup3.jpg"",""x"":63,""y"":372},{""src"":""stims_ani/sub4.jpg"",""x"":178,""y"":283},{""src"":""stims_ani/bas3.jpg"",""x"":135,""y"":488},{""src"":""stims_ani/bas2.jpg"",""x"":232,""y"":494},{""src"":""stims_ani/sub5.jpg"",""x"":189,""y"":390},{""src"":""stims_ani/sup4.jpg"",""x"":518,""y"":108},{""src"":""stims_ani/sup1.jpg"",""x"":425,""y"":68},{""src"":""stims_ani/sub2.jpg"",""x"":68,""y"":171},{""src"":""stims_ani/bas1.jpg"",""x"":189,""y"":162},{""src"":""stims_ani/sup3.jpg"",""x"":62,""y"":388},{""src"":""stims_ani/sub5.jpg"",""x"":60,""y"":282},{""src"":""stims_ani/sup3.jpg"",""x"":594,""y"":410},{""src"":""stims_ani/bas3.jpg"",""x"":56,""y"":390},{""src"":""stims_ani/bas2.jpg"",""x"":166,""y"":396},{""src"":""stims_ani/sub1.jpg"",""x"":237,""y"":495},{""src"":""stims_ani/sub3.jpg"",""x"":264,""y"":296},{""src"":""stims_ani/bas2.jpg"",""x"":286,""y"":500},{""src"":""stims_ani/sub1.jpg"",""x"":177,""y"":383},{""src"":""stims_ani/bas2.jpg"",""x"":169,""y"":488},{""src"":""stims_ani/bas4.jpg"",""x"":275,""y"":491},{""src"":""stims_ani/sup5.jpg"",""x"":500,""y"":221}]","[{""src"":""stims_ani/sub2.jpg"",""x"":68,""y"":171},{""src"":""stims_ani/sup3.jpg"",""x"":594,""y"":410},{""src"":""stims_ani/bas4.jpg"",""x"":275,""y"":491},{""src"":""stims_ani/sup6.jpg"",""x"":601,""y"":193},{""src"":""stims_ani/bas2.jpg"",""x"":169,""y"":488},{""src"":""stims_ani/sup2.jpg"",""x"":602,""y"":296},{""src"":""stims_ani/bas3.jpg"",""x"":56,""y"":390},{""src"":""stims_ani/sup1.jpg"",""x"":425,""y"":68},{""src"":""stims_ani/sup5.jpg"",""x"":500,""y"":221},{""src"":""stims_ani/sub4.jpg"",""x"":178,""y"":283},{""src"":""stims_ani/sub3.jpg"",""x"":264,""y"":296},{""src"":""stims_ani/bas1.jpg"",""x"":189,""y"":162},{""src"":""stims_ani/sub5.jpg"",""x"":60,""y"":282},{""src"":""stims_ani/sup4.jpg"",""x"":518,""y"":108},{""src"":""stims_ani/sub1.jpg"",""x"":177,""y"":383}]",stims_ani,NA,NA,/Users/martincz/GitHub/cat-act/data/free-sort/raw/catact-free-sort_PARTICIPANT_SESSION_2023-09-27_10h55.55.218.csv,19
free-sort,10,189279,0.0-10.0,ZvmgvOMCatActImUQZBQlLBbQ,p949692,076d4ae9-1d81-4eff-8850-8afaec0d02bb,1ef6de3e-19b6-47a8-be24-a54e1292a88d,NA,NA,NA,NA,NA,NA,24531.400000095367,"[{""src"":""stims_air/sup4.jpg"",""x"":830.4000000000001,""y"":0},{""src"":""stims_air/bas1.jpg"",""x"":-130.40000000000003,""y"":600},{""src"":""stims_air/sup1.jpg"",""x"":830.4000000000001,""y"":200},{""src"":""stims_air/sup5.jpg"",""x"":-130.40000000000003,""y"":400},{""src"":""stims_air/sup2.jpg"",""x"":830.4000000000001,""y"":400},{""src"":""stims_air/sub1.jpg"",""x"":-130.40000000000003,""y"":200},{""src"":""stims_air/sup6.jpg"",""x"":830.4000000000001,""y"":600},{""src"":""stims_air/sub4.jpg"",""x"":-130.40000000000003,""y"":0},{""src"":""stims_air/bas2.jpg"",""x"":970.4000000000001,""y"":0},{""src"":""stims_air/bas3.jpg"",""x"":-270.40000000000003,""y"":600},{""src"":""stims_air/sub5.jpg"",""x"":970.4000000000001,""y"":200},{""src"":""stims_air/sub3.jpg"",""x"":-270.40000000000003,""y"":400},{""src"":""stims_air/bas4.jpg"",""x"":970.4000000000001,""y"":400},{""src"":""stims_air/sub2.jpg"",""x"":-270.40000000000003,""y"":200},{""src"":""stims_air/sup3.jpg"",""x"":970.4000000000001,""y"":600}]","[{""src"":""stims_air/sub4.jpg"",""x"":211,""y"":100},{""src"":""stims_air/sub1.jpg"",""x"":118,""y"":178},{""src"":""stims_air/sub2.jpg"",""x"":192,""y"":229},{""src"":""stims_air/sub3.jpg"",""x"":73,""y"":285},{""src"":""stims_air/bas1.jpg"",""x"":105,""y"":404},{""src"":""stims_air/bas3.jpg"",""x"":194,""y"":337},{""src"":""stims_air/sup5.jpg"",""x"":629,""y"":285},{""src"":""stims_air/sup1.jpg"",""x"":599,""y"":182},{""src"":""stims_air/sup6.jpg"",""x"":661,""y"":407},{""src"":""stims_air/sup2.jpg"",""x"":572,""y"":360},{""src"":""stims_air/sup6.jpg"",""x"":607,""y"":414},{""src"":""stims_air/bas4.jpg"",""x"":187,""y"":481},{""src"":""stims_air/sub5.jpg"",""x"":279,""y"":62},{""src"":""stims_air/sup4.jpg"",""x"":295,""y"":173},{""src"":""stims_air/bas2.jpg"",""x"":275,""y"":286},{""src"":""stims_air/sup3.jpg"",""x"":521,""y"":281}]","[{""src"":""stims_air/sup4.jpg"",""x"":295,""y"":173},{""src"":""stims_air/bas1.jpg"",""x"":105,""y"":404},{""src"":""stims_air/sup1.jpg"",""x"":599,""y"":182},{""src"":""stims_air/sup5.jpg"",""x"":629,""y"":285},{""src"":""stims_air/sup2.jpg"",""x"":572,""y"":360},{""src"":""stims_air/sub1.jpg"",""x"":118,""y"":178},{""src"":""stims_air/sup6.jpg"",""x"":607,""y"":414},{""src"":""stims_air/sub4.jpg"",""x"":211,""y"":100},{""src"":""stims_air/bas2.jpg"",""x"":275,""y"":286},{""src"":""stims_air/bas3.jpg"",""x"":194,""y"":337},{""src"":""stims_air/sub5.jpg"",""x"":279,""y"":62},{""src"":""stims_air/sub3.jpg"",""x"":73,""y"":285},{""src"":""stims_air/bas4.jpg"",""x"":187,""y"":481},{""src"":""stims_air/sub2.jpg"",""x"":192,""y"":229},{""src"":""stims_air/sup3.jpg"",""x"":521,""y"":281}]",stims_air,NA,NA,/Users/martincz/GitHub/cat-act/data/free-sort/raw/catact-free-sort_PARTICIPANT_SESSION_2023-09-27_10h55.55.218.csv,19
free-sort,11,212621,0.0-11.0,ZvmgvOMCatActImUQZBQlLBbQ,p949692,076d4ae9-1d81-4eff-8850-8afaec0d02bb,1ef6de3e-19b6-47a8-be24-a54e1292a88d,NA,NA,NA,NA,NA,NA,23340.10000038147,"[{""src"":""stims_pla/bas4.jpg"",""x"":830.4000000000001,""y"":0},{""src"":""stims_pla/sup4.jpg"",""x"":-130.40000000000003,""y"":600},{""src"":""stims_pla/sup2.jpg"",""x"":830.4000000000001,""y"":150},{""src"":""stims_pla/sub1.jpg"",""x"":-130.40000000000003,""y"":450},{""src"":""stims_pla/bas3.jpg"",""x"":830.4000000000001,""y"":300},{""src"":""stims_pla/bas2.jpg"",""x"":-130.40000000000003,""y"":300},{""src"":""stims_pla/sup5.jpg"",""x"":830.4000000000001,""y"":450},{""src"":""stims_pla/sup3.jpg"",""x"":-130.40000000000003,""y"":150},{""src"":""stims_pla/bas1.jpg"",""x"":830.4000000000001,""y"":600},{""src"":""stims_pla/sup6.jpg"",""x"":-130.40000000000003,""y"":0},{""src"":""stims_pla/sub2.jpg"",""x"":970.4000000000001,""y"":0},{""src"":""stims_pla/sup8.jpg"",""x"":-270.40000000000003,""y"":600},{""src"":""stims_pla/sup1.jpg"",""x"":970.4000000000001,""y"":150},{""src"":""stims_pla/sup7.jpg"",""x"":-270.40000000000003,""y"":450},{""src"":""stims_pla/sub5.jpg"",""x"":970.4000000000001,""y"":300},{""src"":""stims_pla/sub4.jpg"",""x"":-270.40000000000003,""y"":300},{""src"":""stims_pla/sub3.jpg"",""x"":970.4000000000001,""y"":450}]","[{""src"":""stims_pla/sup6.jpg"",""x"":195,""y"":81},{""src"":""stims_pla/sup3.jpg"",""x"":124,""y"":157},{""src"":""stims_pla/sup7.jpg"",""x"":95,""y"":252},{""src"":""stims_pla/sup8.jpg"",""x"":72,""y"":342},{""src"":""stims_pla/bas1.jpg"",""x"":618,""y"":331},{""src"":""stims_pla/bas3.jpg"",""x"":588,""y"":207},{""src"":""stims_pla/sup2.jpg"",""x"":532,""y"":110},{""src"":""stims_pla/bas4.jpg"",""x"":591,""y"":441},{""src"":""stims_pla/sub2.jpg"",""x"":520,""y"":323},{""src"":""stims_pla/sub5.jpg"",""x"":504,""y"":473},{""src"":""stims_pla/sub3.jpg"",""x"":494,""y"":231},{""src"":""stims_pla/sup1.jpg"",""x"":108,""y"":440},{""src"":""stims_pla/sub1.jpg"",""x"":450,""y"":51},{""src"":""stims_pla/sub4.jpg"",""x"":451,""y"":568},{""src"":""stims_pla/bas2.jpg"",""x"":437,""y"":392},{""src"":""stims_pla/sup5.jpg"",""x"":170,""y"":335},{""src"":""stims_pla/sup4.jpg"",""x"":200,""y"":235}]","[{""src"":""stims_pla/bas4.jpg"",""x"":591,""y"":441},{""src"":""stims_pla/sup4.jpg"",""x"":200,""y"":235},{""src"":""stims_pla/sup2.jpg"",""x"":532,""y"":110},{""src"":""stims_pla/sub1.jpg"",""x"":450,""y"":51},{""src"":""stims_pla/bas3.jpg"",""x"":588,""y"":207},{""src"":""stims_pla/bas2.jpg"",""x"":437,""y"":392},{""src"":""stims_pla/sup5.jpg"",""x"":170,""y"":335},{""src"":""stims_pla/sup3.jpg"",""x"":124,""y"":157},{""src"":""stims_pla/bas1.jpg"",""x"":618,""y"":331},{""src"":""stims_pla/sup6.jpg"",""x"":195,""y"":81},{""src"":""stims_pla/sub2.jpg"",""x"":520,""y"":323},{""src"":""stims_pla/sup8.jpg"",""x"":72,""y"":342},{""src"":""stims_pla/sup1.jpg"",""x"":108,""y"":440},{""src"":""stims_pla/sup7.jpg"",""x"":95,""y"":252},{""src"":""stims_pla/sub5.jpg"",""x"":504,""y"":473},{""src"":""stims_pla/sub4.jpg"",""x"":451,""y"":568},{""src"":""stims_pla/sub3.jpg"",""x"":494,""y"":231}]",stims_pla,NA,NA,/Users/martincz/GitHub/cat-act/data/free-sort/raw/catact-free-sort_PARTICIPANT_SESSION_2023-09-27_10h55.55.218.csv,19
survey-text,12,217952,0.0-12.0-0.0,ZvmgvOMCatActImUQZBQlLBbQ,p949692,076d4ae9-1d81-4eff-8850-8afaec0d02bb,1ef6de3e-19b6-47a8-be24-a54e1292a88d,NA,NA,NA,NA,NA,NA,5325.200000286102,NA,NA,NA,NA,"{""age"":""36""}",NA,/Users/martincz/GitHub/cat-act/data/free-sort/raw/catact-free-sort_PARTICIPANT_SESSION_2023-09-27_10h55.55.218.csv,19
survey-text,13,221209,0.0-12.0-1.0,ZvmgvOMCatActImUQZBQlLBbQ,p949692,076d4ae9-1d81-4eff-8850-8afaec0d02bb,1ef6de3e-19b6-47a8-be24-a54e1292a88d,NA,NA,NA,NA,NA,NA,3254.5,NA,NA,NA,NA,"{""gender"":""Male""}",NA,/Users/martincz/GitHub/cat-act/data/free-sort/raw/catact-free-sort_PARTICIPANT_SESSION_2023-09-27_10h55.55.218.csv,19
survey-text,14,229005,0.0-12.0-2.0,ZvmgvOMCatActImUQZBQlLBbQ,p949692,076d4ae9-1d81-4eff-8850-8afaec0d02bb,1ef6de3e-19b6-47a8-be24-a54e1292a88d,NA,NA,NA,NA,NA,NA,7792.300000190735,NA,NA,NA,NA,"{""country"":""United States""}",NA,/Users/martincz/GitHub/cat-act/data/free-sort/raw/catact-free-sort_PARTICIPANT_SESSION_2023-09-27_10h55.55.218.csv,19
survey-text,15,233851,0.0-12.0-3.0,ZvmgvOMCatActImUQZBQlLBbQ,p949692,076d4ae9-1d81-4eff-8850-8afaec0d02bb,1ef6de3e-19b6-47a8-be24-a54e1292a88d,NA,NA,NA,NA,NA,NA,4842.60000038147,NA,NA,NA,NA,"{""language"":""English"",""other_languages"":""n/a""}",NA,/Users/martincz/GitHub/cat-act/data/free-sort/raw/catact-free-sort_PARTICIPANT_SESSION_2023-09-27_10h55.55.218.csv,19
survey-multi-select,16,235628,0.0-13.0,ZvmgvOMCatActImUQZBQlLBbQ,p949692,076d4ae9-1d81-4eff-8850-8afaec0d02bb,1ef6de3e-19b6-47a8-be24-a54e1292a88d,NA,NA,NA,NA,NA,NA,1773.5999999046326,NA,NA,NA,NA,"{""race"":[""White""]}",[0],/Users/martincz/GitHub/cat-act/data/free-sort/raw/catact-free-sort_PARTICIPANT_SESSION_2023-09-27_10h55.55.218.csv,19
survey-multi-choice,17,238176,0.0-14.0,ZvmgvOMCatActImUQZBQlLBbQ,p949692,076d4ae9-1d81-4eff-8850-8afaec0d02bb,1ef6de3e-19b6-47a8-be24-a54e1292a88d,NA,NA,NA,NA,NA,NA,2545.300000190735,NA,NA,NA,NA,"{""education"":""Bachelor's degree""}",[0],/Users/martincz/GitHub/cat-act/data/free-sort/raw/catact-free-sort_PARTICIPANT_SESSION_2023-09-27_10h55.55.218.csv,19
survey-text,18,245477,0.0-15.0,ZvmgvOMCatActImUQZBQlLBbQ,p949692,076d4ae9-1d81-4eff-8850-8afaec0d02bb,1ef6de3e-19b6-47a8-be24-a54e1292a88d,NA,NA,NA,NA,NA,NA,7295.800000190735,NA,NA,NA,NA,"{""issues"":""no"",""comments"":""Thank you!""}",NA,/Users/martincz/GitHub/cat-act/data/free-sort/raw/catact-free-sort_PARTICIPANT_SESSION_2023-09-27_10h55.55.218.csv,19
pavlovia,0,64,0.0-0.0,nZxLFNiCatActImXUqWkJLAyt,p281715,076d4ae9-1d81-4eff-8850-8afaec0d02bb,387d9231-9fef-4d91-a232-a353558bf1e4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/cat-act/data/free-sort/raw/catact-free-sort_PARTICIPANT_SESSION_2023-09-27_11h21.15.978.csv,19
preload,1,15086,0.0-1.0,nZxLFNiCatActImXUqWkJLAyt,p281715,076d4ae9-1d81-4eff-8850-8afaec0d02bb,387d9231-9fef-4d91-a232-a353558bf1e4,FALSE,TRUE,[],[],[],NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/cat-act/data/free-sort/raw/catact-free-sort_PARTICIPANT_SESSION_2023-09-27_11h21.15.978.csv,19
fullscreen,2,19657,0.0-2.0,nZxLFNiCatActImXUqWkJLAyt,p281715,076d4ae9-1d81-4eff-8850-8afaec0d02bb,387d9231-9fef-4d91-a232-a353558bf1e4,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/cat-act/data/free-sort/raw/catact-free-sort_PARTICIPANT_SESSION_2023-09-27_11h21.15.978.csv,19
instructions,3,73713,0.0-3.0,nZxLFNiCatActImXUqWkJLAyt,p281715,076d4ae9-1d81-4eff-8850-8afaec0d02bb,387d9231-9fef-4d91-a232-a353558bf1e4,NA,NA,NA,NA,NA,"[{""page_index"":0,""viewing_time"":19580.099999904633},{""page_index"":1,""viewing_time"":12949.400000095367},{""page_index"":2,""viewing_time"":16644.099999904633},{""page_index"":3,""viewing_time"":4872}]",54047.699999928474,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/cat-act/data/free-sort/raw/catact-free-sort_PARTICIPANT_SESSION_2023-09-27_11h21.15.978.csv,19
free-sort,4,105958,0.0-4.0,nZxLFNiCatActImXUqWkJLAyt,p281715,076d4ae9-1d81-4eff-8850-8afaec0d02bb,387d9231-9fef-4d91-a232-a353558bf1e4,NA,NA,NA,NA,NA,NA,32241,"[{""src"":""images/house_1.jpg"",""x"":877.0666666666667,""y"":0},{""src"":""images/house_2.jpg"",""x"":-177.0666666666667,""y"":600},{""src"":""images/house_3.jpg"",""x"":877.0666666666667,""y"":600},{""src"":""images/cottage.jpg"",""x"":-177.0666666666667,""y"":0}]","[{""src"":""images/house_1.jpg"",""x"":127,""y"":436},{""src"":""images/house_3.jpg"",""x"":224,""y"":502},{""src"":""images/house_2.jpg"",""x"":254,""y"":309},{""src"":""images/cottage.jpg"",""x"":505,""y"":78}]","[{""src"":""images/house_1.jpg"",""x"":127,""y"":436},{""src"":""images/house_2.jpg"",""x"":254,""y"":309},{""src"":""images/house_3.jpg"",""x"":224,""y"":502},{""src"":""images/cottage.jpg"",""x"":505,""y"":78}]",practice_1,NA,NA,/Users/martincz/GitHub/cat-act/data/free-sort/raw/catact-free-sort_PARTICIPANT_SESSION_2023-09-27_11h21.15.978.csv,19
free-sort,5,143615,0.0-5.0,nZxLFNiCatActImXUqWkJLAyt,p281715,076d4ae9-1d81-4eff-8850-8afaec0d02bb,387d9231-9fef-4d91-a232-a353558bf1e4,NA,NA,NA,NA,NA,NA,37654.800000071526,"[{""src"":""images/screwdriver_2.jpg"",""x"":877.0666666666667,""y"":0},{""src"":""images/microphone.jpg"",""x"":-177.0666666666667,""y"":600},{""src"":""images/screwdriver_1.jpg"",""x"":877.0666666666667,""y"":300},{""src"":""images/hammer_2.jpg"",""x"":-177.0666666666667,""y"":300},{""src"":""images/hammer_1.jpg"",""x"":877.0666666666667,""y"":600}]","[{""src"":""images/screwdriver_1.jpg"",""x"":126,""y"":405},{""src"":""images/screwdriver_2.jpg"",""x"":224,""y"":496},{""src"":""images/hammer_1.jpg"",""x"":408,""y"":431},{""src"":""images/hammer_2.jpg"",""x"":319,""y"":330},{""src"":""images/microphone.jpg"",""x"":446,""y"":44}]","[{""src"":""images/screwdriver_2.jpg"",""x"":224,""y"":496},{""src"":""images/microphone.jpg"",""x"":446,""y"":44},{""src"":""images/screwdriver_1.jpg"",""x"":126,""y"":405},{""src"":""images/hammer_2.jpg"",""x"":319,""y"":330},{""src"":""images/hammer_1.jpg"",""x"":408,""y"":431}]",practice_2,NA,NA,/Users/martincz/GitHub/cat-act/data/free-sort/raw/catact-free-sort_PARTICIPANT_SESSION_2023-09-27_11h21.15.978.csv,19
