image_1,image_2,distance
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_ani/bas2.jpg,0.868
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_ani/sub5.jpg,0.842
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_ani/sup2.jpg,0.763
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_ani/sup4.jpg,0.825
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_ani/sub2.jpg,0.864
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_ani/sup1.jpg,0.829
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_ani/sub3.jpg,0.802
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_ani/sup5.jpg,0.857
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_ani/sup6.jpg,0.845
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_ani/sub1.jpg,0.777
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_ani/sup3.jpg,0.814
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_ani/bas4.jpg,0.802
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_ani/bas3.jpg,0.794
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_ani/sub4.jpg,0.8
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_ani/bas1.jpg,0.881
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_fru/sub2.jpg,0.904
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_fru/sup3.jpg,0.832
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_fru/bas2.jpg,0.863
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_fru/sup6.jpg,0.864
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_fru/sub3.jpg,0.886
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_fru/sub1.jpg,0.891
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_fru/sup2.jpg,0.784
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_fru/sup4.jpg,0.881
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_fru/sup5.jpg,0.863
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_fru/bas1.jpg,0.896
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_fru/bas4.jpg,0.838
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_fru/bas3.jpg,0.895
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_fru/sub4.jpg,0.861
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_fru/sub5.jpg,0.896
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_fru/sup1.jpg,0.831
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_pla/sup4.jpg,0.796
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_pla/sup5.jpg,0.87
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_pla/sub3.jpg,0.788
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_pla/bas4.jpg,0.77
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_pla/sub1.jpg,0.8
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_pla/sup1.jpg,0.817
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_pla/bas3.jpg,0.801
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_pla/sub4.jpg,0.783
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_pla/sup7.jpg,0.834
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_pla/sup8.jpg,0.863
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_pla/sup3.jpg,0.829
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_pla/sub2.jpg,0.736
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_pla/sup6.jpg,0.834
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_pla/bas1.jpg,0.833
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_pla/sup2.jpg,0.882
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_pla/bas2.jpg,0.842
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_pla/sub5.jpg,0.831
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_spo/sup6.jpg,0.844
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_spo/sup2.jpg,0.837
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_spo/bas2.jpg,0.812
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_spo/sub3.jpg,0.789
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_spo/bas3.jpg,0.838
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_spo/sup3.jpg,0.775
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_spo/sub5.jpg,0.781
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_spo/bas4.jpg,0.835
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_spo/sub1.jpg,0.781
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_spo/sub4.jpg,0.803
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_spo/sup4.jpg,0.734
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_spo/sub2.jpg,0.794
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_spo/bas1.jpg,0.802
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_spo/sup5.jpg,0.784
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_spo/sup1.jpg,0.789
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_sea/sup1.jpg,0.672
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_sea/sub4.jpg,0.796
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_sea/bas3.jpg,0.687
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_sea/sup4.jpg,0.818
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_sea/sub5.jpg,0.797
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_sea/sup2.jpg,0.823
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_sea/bas4.jpg,0.719
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_sea/bas2.jpg,0.648
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_sea/sub1.jpg,0.767
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_sea/bas1.jpg,0.835
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_sea/sup3.jpg,0.647
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_sea/sub2.jpg,0.763
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_sea/sup5.jpg,0.798
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_sea/sup6.jpg,0.797
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_sea/sub3.jpg,0.756
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_veg/sup6.jpg,0.871
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_veg/bas3.jpg,0.75
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_veg/sub4.jpg,0.76
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_veg/sub2.jpg,0.774
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_veg/sub3.jpg,0.808
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_veg/sup4.jpg,0.907
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_veg/bas2.jpg,0.769
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_veg/sub5.jpg,0.769
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_veg/sup2.jpg,0.841
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_veg/sup5.jpg,0.843
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_veg/bas1.jpg,0.763
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_veg/sup1.jpg,0.848
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_veg/sup3.jpg,0.856
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_veg/sub1.jpg,0.763
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_veg/bas4.jpg,0.775
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_sta/sub2.jpg,0.729
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_sta/sub4.jpg,0.577
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_sta/sup2.jpg,0.705
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_sta/sub5.jpg,0.687
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_sta/bas4.jpg,0.746
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_sta/sup6.jpg,0.876
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_sta/bas3.jpg,0.724
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_sta/sup4.jpg,0.796
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_sta/sup3.jpg,0.604
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_sta/sup1.jpg,0.79
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_sta/sub3.jpg,0.718
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_sta/bas1.jpg,0.701
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_sta/sub1.jpg,0.63
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_sta/bas2.jpg,0.675
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_sta/sup5.jpg,0.805
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_boa/sub1.jpg,0.74
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_boa/bas3.jpg,0.587
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_boa/sup5.jpg,0.727
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_boa/sup8.jpg,0.67
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_boa/bas1.jpg,0.598
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_boa/sub3.jpg,0.611
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_boa/sup1.jpg,0.77
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_boa/sup6.jpg,0.711
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_boa/sup4.jpg,0.663
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_boa/sup2.jpg,0.671
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_boa/bas2.jpg,0.653
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_boa/bas4.jpg,0.643
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_boa/sub5.jpg,0.771
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_boa/sup7.jpg,0.771
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_boa/sub2.jpg,0.645
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_boa/sub4.jpg,0.634
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_boa/sup3.jpg,0.676
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_veh/sup3.jpg,0.832
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_veh/sup5.jpg,0.683
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_veh/bas4.jpg,0.737
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_veh/sup4.jpg,0.67
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_veh/sub5.jpg,0.762
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_veh/sub2.jpg,0.764
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_veh/sup2.jpg,0.62
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_veh/bas2.jpg,0.82
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_veh/sup1.jpg,0.82
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_veh/sub3.jpg,0.756
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_veh/sub1.jpg,0.722
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_veh/sup6.jpg,0.766
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_veh/bas3.jpg,0.656
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_veh/sub4.jpg,0.749
/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_veh/bas1.jpg,0.688
/content/drive/My Drive/CatAct/image_stimuli/stims_air/sup1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas1.jpg,0.455
/content/drive/My Drive/CatAct/image_stimuli/stims_air/sup1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_air/sup4.jpg,0.681
/content/drive/My Drive/CatAct/image_stimuli/stims_air/sup1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_air/sup2.jpg,0.689
/content/drive/My Drive/CatAct/image_stimuli/stims_air/sup1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_air/sub1.jpg,0.637
/content/drive/My Drive/CatAct/image_stimuli/stims_air/sup1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_air/sup6.jpg,0.752
/content/drive/My Drive/CatAct/image_stimuli/stims_air/sup1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas2.jpg,0.551
/content/drive/My Drive/CatAct/image_stimuli/stims_air/sup1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_air/sup3.jpg,0.717
/content/drive/My Drive/CatAct/image_stimuli/stims_air/sup1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas4.jpg,0.596
/content/drive/My Drive/CatAct/image_stimuli/stims_air/sup1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_air/sub3.jpg,0.671
/content/drive/My Drive/CatAct/image_stimuli/stims_air/sup1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_air/sub5.jpg,0.615
/content/drive/My Drive/CatAct/image_stimuli/stims_air/sup1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_air/sup5.jpg,0.736
/content/drive/My Drive/CatAct/image_stimuli/stims_air/sup1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_air/bas3.jpg,0.604
/content/drive/My Drive/CatAct/image_stimuli/stims_air/sup1.jpg,/content/drive/My Drive/CatAct/image_stimuli/stims_air/sub2.jpg,0.664
