trial_type,trial_index,time_elapsed,internal_node_id,code,subject,workerId,hitId,assignmentId,catk_n,catk_i,catk_b,catk2_n,catk2_i,catk2_b,success,timeout,failed_images,failed_audio,failed_video,rt,stimulus,response,current_training_images,current_training_label,shuffled_sampling_images,sampling_image_words,shuffled_test_images,current_category_label_level,current_category_kind,current_category_training_level,current_alternate_training_label,sampled_image,sampled_label,label_consistent,selection_array,selection_index,rt_array,selection_type_array,final_choice_array,final_rt,view_history,question_order,file_name,n
survey-html-form,5,17521,0.0-5.0,TsuWwJvCatActhNhqdYMKsE,p111231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2168.399999976158,NA,"{""name_check"":""roozer""}","[""stims/veg_c1_sub1.jpg"",""stims/veg_c1_sup1.jpg"",""stims/veg_c1_sup2.jpg""]",roozer,"[""stims/veh_c2_sub4.jpg"",""stims/veh_c2_bas3.jpg"",""stims/ani_c3_bas3.jpg"",""stims/veh_c2_sup3.jpg"",""stims/veg_c1_sup3.jpg"",""stims/veg_c1_bas3.jpg"",""stims/ani_c3_sub4.jpg"",""stims/veg_c1_sub4.jpg"",""stims/ani_c3_sup3.jpg""]","[""NOT a roozer"",""NOT a roozer"",""NOT a roozer"",""NOT a roozer"",""roozer"",""roozer"",""NOT a roozer"",""roozer"",""NOT a roozer""]","[""stims/veh_c2_bas3.jpg"",""stims/veg_c1_sup6.jpg"",""stims/ani_c3_sup4.jpg"",""stims/veh_c2_sub4.jpg"",""stims/ani_c3_sub5.jpg"",""stims/veh_c2_sup6.jpg"",""stims/ani_c3_sup5.jpg"",""stims/veg_c1_bas4.jpg"",""stims/veg_c1_sup3.jpg"",""stims/veg_c1_sup4.jpg"",""stims/ani_c3_sup3.jpg"",""stims/ani_c3_sup6.jpg"",""stims/veg_c1_bas3.jpg"",""stims/ani_c3_bas3.jpg"",""stims/veg_c1_sup5.jpg"",""stims/veh_c2_sup4.jpg"",""stims/veh_c2_sup3.jpg"",""stims/veh_c2_sup5.jpg"",""stims/veg_c1_sub5.jpg"",""stims/veh_c2_bas4.jpg"",""stims/veg_c1_sub4.jpg"",""stims/ani_c3_bas4.jpg"",""stims/veh_c2_sub5.jpg"",""stims/ani_c3_sub4.jpg""]",broad,vegetables,broad,NOT a roozer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/cat-act/data/v4/raw/catact-v4_PARTICIPANT_SESSION_2023-11-07_16h41.49.449.csv,52
html-button-response-cols,6,25034,0.0-6.0,TsuWwJvCatActhNhqdYMKsE,p111231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7508.199999928474,"<div id=""container""><p><b><font size=""4.5"">Your job is to figure out which objects are roozers and which are not.</font></b><style=""text-align:center;"" /p><p><b><font size=""4.5"">This is a roozer.</font></b><style=""text-align:center;"" /p><div class=""row""><div class=""column""><figure style=""opacity:0""><img src=""stims/veg_c1_sub1.jpg"" style=""width:70%""><figcaption style=""font-size:24px"">roozer</figcaption></figure></div><div class=""column""><figure><img src=""stims/veg_c1_sub1.jpg"" style=""width:50%""><figcaption style=""font-size:24px"">roozer</figcaption></figure></div><div class=""column""><figure style=""opacity:0""><img src=""stims/veg_c1_sub1.jpg"" style=""width:70%""><figcaption style=""font-size:24px"">roozer</figcaption></figure></div></div><p><b><font size=""4.5"">Which of these nine objects would you like to learn the name of? You can only make one choice, so choose carefully!</font></b></p><p><i><font size=""4.5"">Click on the object that you would like to know the name of.</font></i><style=""text-align:center;"" /p>",4,"[""stims/veg_c1_sub1.jpg"",""stims/veg_c1_sup1.jpg"",""stims/veg_c1_sup2.jpg""]",roozer,"[""stims/veh_c2_sub4.jpg"",""stims/veh_c2_bas3.jpg"",""stims/ani_c3_bas3.jpg"",""stims/veh_c2_sup3.jpg"",""stims/veg_c1_sup3.jpg"",""stims/veg_c1_bas3.jpg"",""stims/ani_c3_sub4.jpg"",""stims/veg_c1_sub4.jpg"",""stims/ani_c3_sup3.jpg""]","[""NOT a roozer"",""NOT a roozer"",""NOT a roozer"",""NOT a roozer"",""roozer"",""roozer"",""NOT a roozer"",""roozer"",""NOT a roozer""]","[""stims/veh_c2_bas3.jpg"",""stims/veg_c1_sup6.jpg"",""stims/ani_c3_sup4.jpg"",""stims/veh_c2_sub4.jpg"",""stims/ani_c3_sub5.jpg"",""stims/veh_c2_sup6.jpg"",""stims/ani_c3_sup5.jpg"",""stims/veg_c1_bas4.jpg"",""stims/veg_c1_sup3.jpg"",""stims/veg_c1_sup4.jpg"",""stims/ani_c3_sup3.jpg"",""stims/ani_c3_sup6.jpg"",""stims/veg_c1_bas3.jpg"",""stims/ani_c3_bas3.jpg"",""stims/veg_c1_sup5.jpg"",""stims/veh_c2_sup4.jpg"",""stims/veh_c2_sup3.jpg"",""stims/veh_c2_sup5.jpg"",""stims/veg_c1_sub5.jpg"",""stims/veh_c2_bas4.jpg"",""stims/veg_c1_sub4.jpg"",""stims/ani_c3_bas4.jpg"",""stims/veh_c2_sub5.jpg"",""stims/ani_c3_sub4.jpg""]",broad,vegetables,broad,NOT a roozer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/cat-act/data/v4/raw/catact-v4_PARTICIPANT_SESSION_2023-11-07_16h41.49.449.csv,52
html-button-response,7,26967,0.0-7.0,TsuWwJvCatActhNhqdYMKsE,p111231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1929.5,"<div id=""container""><p><b><font size=""4.5"">The image you selected is a <span style=""color:#ff0000""><u>roozer</u></span>.</font></b><style=""text-align:center;"" /p><div class=""row""><div class=""column""><figure style=""opacity:0""><img src=""stims/veg_c1_sub1.jpg"" style=""width:70%""><figcaption style=""font-size:24px"">roozer</figcaption></figure></div><div class=""column""><figure><img src=""stims/veg_c1_sub1.jpg"" style=""width:70%""><figcaption style=""font-size:24px"">roozer</figcaption></figure></div><div class=""column""><figure><img src=""stims/veg_c1_sup3.jpg"" style=""width:57%; border: 5px solid #ff0000; padding: 6px""><figcaption style=""font-size:24px;color:#ff0000"">roozer</figcaption></figure></div><div class=""column""><figure style=""opacity:0""><img src=""stims/veg_c1_sub1.jpg"" style=""width:70%""><figcaption style=""font-size:24px"">roozer</figcaption></figure></div></div class=""column""></div class=""column""></div class=""column""></div class=""column""><div id=""container""><p><b><font size=""4.5"">Next, you will see a set of 24 new objects and decide which of them are roozers.</font></b><div id=""container""><p><b><font size=""4.5"">Your goal is to select <u>all</u> of the roozers.</font></b><p><i><font size=""4.5"">Click Next to continue.</font></i><style=""text-align:center;"" /p><style=""text-align:center;"" /p></div>",0,"[""stims/veg_c1_sub1.jpg"",""stims/veg_c1_sup1.jpg"",""stims/veg_c1_sup2.jpg""]",roozer,"[""stims/veh_c2_sub4.jpg"",""stims/veh_c2_bas3.jpg"",""stims/ani_c3_bas3.jpg"",""stims/veh_c2_sup3.jpg"",""stims/veg_c1_sup3.jpg"",""stims/veg_c1_bas3.jpg"",""stims/ani_c3_sub4.jpg"",""stims/veg_c1_sub4.jpg"",""stims/ani_c3_sup3.jpg""]","[""NOT a roozer"",""NOT a roozer"",""NOT a roozer"",""NOT a roozer"",""roozer"",""roozer"",""NOT a roozer"",""roozer"",""NOT a roozer""]","[""stims/veh_c2_bas3.jpg"",""stims/veg_c1_sup6.jpg"",""stims/ani_c3_sup4.jpg"",""stims/veh_c2_sub4.jpg"",""stims/ani_c3_sub5.jpg"",""stims/veh_c2_sup6.jpg"",""stims/ani_c3_sup5.jpg"",""stims/veg_c1_bas4.jpg"",""stims/veg_c1_sup3.jpg"",""stims/veg_c1_sup4.jpg"",""stims/ani_c3_sup3.jpg"",""stims/ani_c3_sup6.jpg"",""stims/veg_c1_bas3.jpg"",""stims/ani_c3_bas3.jpg"",""stims/veg_c1_sup5.jpg"",""stims/veh_c2_sup4.jpg"",""stims/veh_c2_sup3.jpg"",""stims/veh_c2_sup5.jpg"",""stims/veg_c1_sub5.jpg"",""stims/veh_c2_bas4.jpg"",""stims/veg_c1_sub4.jpg"",""stims/ani_c3_bas4.jpg"",""stims/veh_c2_sub5.jpg"",""stims/ani_c3_sub4.jpg""]",broad,vegetables,broad,NOT a roozer,stims/veg_c1_sup3.jpg,roozer,1,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/cat-act/data/v4/raw/catact-v4_PARTICIPANT_SESSION_2023-11-07_16h41.49.449.csv,52
html-button-response-catact,8,35609,0.0-8.0,TsuWwJvCatActhNhqdYMKsE,p111231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[""stims/veg_c1_sub1.jpg"",""stims/veg_c1_sup1.jpg"",""stims/veg_c1_sup2.jpg""]",roozer,"[""stims/veh_c2_sub4.jpg"",""stims/veh_c2_bas3.jpg"",""stims/ani_c3_bas3.jpg"",""stims/veh_c2_sup3.jpg"",""stims/veg_c1_sup3.jpg"",""stims/veg_c1_bas3.jpg"",""stims/ani_c3_sub4.jpg"",""stims/veg_c1_sub4.jpg"",""stims/ani_c3_sup3.jpg""]","[""NOT a roozer"",""NOT a roozer"",""NOT a roozer"",""NOT a roozer"",""roozer"",""roozer"",""NOT a roozer"",""roozer"",""NOT a roozer""]","[""stims/veh_c2_bas3.jpg"",""stims/veg_c1_sup6.jpg"",""stims/ani_c3_sup4.jpg"",""stims/veh_c2_sub4.jpg"",""stims/ani_c3_sub5.jpg"",""stims/veh_c2_sup6.jpg"",""stims/ani_c3_sup5.jpg"",""stims/veg_c1_bas4.jpg"",""stims/veg_c1_sup3.jpg"",""stims/veg_c1_sup4.jpg"",""stims/ani_c3_sup3.jpg"",""stims/ani_c3_sup6.jpg"",""stims/veg_c1_bas3.jpg"",""stims/ani_c3_bas3.jpg"",""stims/veg_c1_sup5.jpg"",""stims/veh_c2_sup4.jpg"",""stims/veh_c2_sup3.jpg"",""stims/veh_c2_sup5.jpg"",""stims/veg_c1_sub5.jpg"",""stims/veh_c2_bas4.jpg"",""stims/veg_c1_sub4.jpg"",""stims/ani_c3_bas4.jpg"",""stims/veh_c2_sub5.jpg"",""stims/ani_c3_sub4.jpg""]",broad,vegetables,broad,NOT a roozer,stims/veg_c1_sup3.jpg,roozer,NA,"[""stims/veg_c1_sub4.jpg"",""stims/veg_c1_sub5.jpg"",""stims/veg_c1_bas3.jpg"",""stims/veg_c1_bas4.jpg"",""stims/veg_c1_sup3.jpg"",""stims/veg_c1_sup5.jpg"",""stims/veg_c1_sup6.jpg"",""stims/veg_c1_sup4.jpg""]","[""20"",""18"",""12"",""7"",""8"",""14"",""1"",""9""]","[1178.7999999523163,1670,2073,2580.399999976158,3040.2999999523163,5812.699999928474,6458.699999928474,7224]","[""select"",""select"",""select"",""select"",""select"",""select"",""select"",""select""]","[""stims/veg_c1_sub4.jpg"",""stims/veg_c1_sub5.jpg"",""stims/veg_c1_bas3.jpg"",""stims/veg_c1_bas4.jpg"",""stims/veg_c1_sup3.jpg"",""stims/veg_c1_sup5.jpg"",""stims/veg_c1_sup6.jpg"",""stims/veg_c1_sup4.jpg""]",8635,NA,NA,/Users/martincz/GitHub/cat-act/data/v4/raw/catact-v4_PARTICIPANT_SESSION_2023-11-07_16h41.49.449.csv,52
survey-html-form,9,39777,0.0-9.0,TsuWwJvCatActhNhqdYMKsE,p111231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4158.699999928474,NA,"{""word_meaning"":""vegetable""}","[""stims/veg_c1_sub1.jpg"",""stims/veg_c1_sup1.jpg"",""stims/veg_c1_sup2.jpg""]",roozer,"[""stims/veh_c2_sub4.jpg"",""stims/veh_c2_bas3.jpg"",""stims/ani_c3_bas3.jpg"",""stims/veh_c2_sup3.jpg"",""stims/veg_c1_sup3.jpg"",""stims/veg_c1_bas3.jpg"",""stims/ani_c3_sub4.jpg"",""stims/veg_c1_sub4.jpg"",""stims/ani_c3_sup3.jpg""]","[""NOT a roozer"",""NOT a roozer"",""NOT a roozer"",""NOT a roozer"",""roozer"",""roozer"",""NOT a roozer"",""roozer"",""NOT a roozer""]","[""stims/veh_c2_bas3.jpg"",""stims/veg_c1_sup6.jpg"",""stims/ani_c3_sup4.jpg"",""stims/veh_c2_sub4.jpg"",""stims/ani_c3_sub5.jpg"",""stims/veh_c2_sup6.jpg"",""stims/ani_c3_sup5.jpg"",""stims/veg_c1_bas4.jpg"",""stims/veg_c1_sup3.jpg"",""stims/veg_c1_sup4.jpg"",""stims/ani_c3_sup3.jpg"",""stims/ani_c3_sup6.jpg"",""stims/veg_c1_bas3.jpg"",""stims/ani_c3_bas3.jpg"",""stims/veg_c1_sup5.jpg"",""stims/veh_c2_sup4.jpg"",""stims/veh_c2_sup3.jpg"",""stims/veh_c2_sup5.jpg"",""stims/veg_c1_sub5.jpg"",""stims/veh_c2_bas4.jpg"",""stims/veg_c1_sub4.jpg"",""stims/ani_c3_bas4.jpg"",""stims/veh_c2_sub5.jpg"",""stims/ani_c3_sub4.jpg""]",broad,vegetables,broad,NOT a roozer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/cat-act/data/v4/raw/catact-v4_PARTICIPANT_SESSION_2023-11-07_16h41.49.449.csv,52
html-button-response,10,40511,0.0-10.0,TsuWwJvCatActhNhqdYMKsE,p111231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,731.8999999761581,"<div id=""container""><p><b><font size=""4.5"">Great job!</font></b></p><p><i><font size=""4.5"">Click Next to learn another word.</font></i></p> </div>",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/cat-act/data/v4/raw/catact-v4_PARTICIPANT_SESSION_2023-11-07_16h41.49.449.csv,52
html-button-response,11,42341,0.0-11.0,TsuWwJvCatActhNhqdYMKsE,p111231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1827.5,"<div id=""container""><p><b><font size=""4.5"">Your job is to figure out which objects are sibus and which are not.</font></b><style=""text-align:center;"" /p><p><b><font size=""4.5"">This is a sibu.</font></b><style=""text-align:center;"" /p><div class=""row""><div class=""column""><figure style=""opacity:0""><img src=""stims/ani_c3_sub1.jpg"" style=""width:70%""><figcaption style=""font-size:24px"">sibu</figcaption></figure></div><div class=""column""><figure><img src=""stims/ani_c3_sub1.jpg"" style=""width:50%""><figcaption style=""font-size:24px"">sibu</figcaption></figure></div><div class=""column""><figure style=""opacity:0""><img src=""stims/ani_c3_sub1.jpg"" style=""width:70%""><figcaption style=""font-size:24px"">sibu</figcaption></figure></div></div><p><b><font size=""4.5"">On the next page, we will check your memory of this new word. Make sure you look at the example and the new word carefully.</font></b><style=""text-align:center;"" /p><p><i>Click Next when you are ready to continue.</font></i><style=""text-align:center;"" /p></div>",0,"[""stims/ani_c3_sub1.jpg"",""stims/ani_c3_sub2.jpg"",""stims/ani_c3_sub3.jpg""]",sibu,"[""stims/veh_c2_sub4.jpg"",""stims/veg_c1_sup3.jpg"",""stims/ani_c3_sup3.jpg"",""stims/ani_c3_bas3.jpg"",""stims/veg_c1_bas3.jpg"",""stims/veh_c2_bas3.jpg"",""stims/veg_c1_sub4.jpg"",""stims/veh_c2_sup3.jpg"",""stims/ani_c3_sub4.jpg""]","[""NOT a sibu"",""NOT a sibu"",""NOT a sibu"",""sibu"",""NOT a sibu"",""NOT a sibu"",""NOT a sibu"",""NOT a sibu"",""sibu""]","[""stims/ani_c3_sup3.jpg"",""stims/veh_c2_bas4.jpg"",""stims/ani_c3_sup4.jpg"",""stims/veg_c1_sup3.jpg"",""stims/veg_c1_sub5.jpg"",""stims/ani_c3_bas3.jpg"",""stims/veh_c2_sub4.jpg"",""stims/veh_c2_sup3.jpg"",""stims/ani_c3_sub5.jpg"",""stims/veg_c1_bas4.jpg"",""stims/veh_c2_sub5.jpg"",""stims/veg_c1_sup5.jpg"",""stims/veh_c2_sup5.jpg"",""stims/ani_c3_bas4.jpg"",""stims/ani_c3_sup5.jpg"",""stims/veh_c2_sup6.jpg"",""stims/veg_c1_sup6.jpg"",""stims/ani_c3_sup6.jpg"",""stims/veg_c1_sub4.jpg"",""stims/veg_c1_bas3.jpg"",""stims/veg_c1_sup4.jpg"",""stims/ani_c3_sub4.jpg"",""stims/veh_c2_sup4.jpg"",""stims/veh_c2_bas3.jpg""]",intermediate,animals,narrow,NOT a sibu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/cat-act/data/v4/raw/catact-v4_PARTICIPANT_SESSION_2023-11-07_16h41.49.449.csv,52
survey-html-form,12,45107,0.0-12.0,TsuWwJvCatActhNhqdYMKsE,p111231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2761.600000023842,NA,"{""name_check"":""sibu""}","[""stims/ani_c3_sub1.jpg"",""stims/ani_c3_sub2.jpg"",""stims/ani_c3_sub3.jpg""]",sibu,"[""stims/veh_c2_sub4.jpg"",""stims/veg_c1_sup3.jpg"",""stims/ani_c3_sup3.jpg"",""stims/ani_c3_bas3.jpg"",""stims/veg_c1_bas3.jpg"",""stims/veh_c2_bas3.jpg"",""stims/veg_c1_sub4.jpg"",""stims/veh_c2_sup3.jpg"",""stims/ani_c3_sub4.jpg""]","[""NOT a sibu"",""NOT a sibu"",""NOT a sibu"",""sibu"",""NOT a sibu"",""NOT a sibu"",""NOT a sibu"",""NOT a sibu"",""sibu""]","[""stims/ani_c3_sup3.jpg"",""stims/veh_c2_bas4.jpg"",""stims/ani_c3_sup4.jpg"",""stims/veg_c1_sup3.jpg"",""stims/veg_c1_sub5.jpg"",""stims/ani_c3_bas3.jpg"",""stims/veh_c2_sub4.jpg"",""stims/veh_c2_sup3.jpg"",""stims/ani_c3_sub5.jpg"",""stims/veg_c1_bas4.jpg"",""stims/veh_c2_sub5.jpg"",""stims/veg_c1_sup5.jpg"",""stims/veh_c2_sup5.jpg"",""stims/ani_c3_bas4.jpg"",""stims/ani_c3_sup5.jpg"",""stims/veh_c2_sup6.jpg"",""stims/veg_c1_sup6.jpg"",""stims/ani_c3_sup6.jpg"",""stims/veg_c1_sub4.jpg"",""stims/veg_c1_bas3.jpg"",""stims/veg_c1_sup4.jpg"",""stims/ani_c3_sub4.jpg"",""stims/veh_c2_sup4.jpg"",""stims/veh_c2_bas3.jpg""]",intermediate,animals,narrow,NOT a sibu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/cat-act/data/v4/raw/catact-v4_PARTICIPANT_SESSION_2023-11-07_16h41.49.449.csv,52
html-button-response-cols,13,47960,0.0-13.0,TsuWwJvCatActhNhqdYMKsE,p111231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2849.100000023842,"<div id=""container""><p><b><font size=""4.5"">Your job is to figure out which objects are sibus and which are not.</font></b><style=""text-align:center;"" /p><p><b><font size=""4.5"">This is a sibu.</font></b><style=""text-align:center;"" /p><div class=""row""><div class=""column""><figure style=""opacity:0""><img src=""stims/ani_c3_sub1.jpg"" style=""width:70%""><figcaption style=""font-size:24px"">sibu</figcaption></figure></div><div class=""column""><figure><img src=""stims/ani_c3_sub1.jpg"" style=""width:50%""><figcaption style=""font-size:24px"">sibu</figcaption></figure></div><div class=""column""><figure style=""opacity:0""><img src=""stims/ani_c3_sub1.jpg"" style=""width:70%""><figcaption style=""font-size:24px"">sibu</figcaption></figure></div></div><p><b><font size=""4.5"">Which of these nine objects would you like to learn the name of? You can only make one choice, so choose carefully!</font></b></p><p><i><font size=""4.5"">Click on the object that you would like to know the name of.</font></i><style=""text-align:center;"" /p>",3,"[""stims/ani_c3_sub1.jpg"",""stims/ani_c3_sub2.jpg"",""stims/ani_c3_sub3.jpg""]",sibu,"[""stims/veh_c2_sub4.jpg"",""stims/veg_c1_sup3.jpg"",""stims/ani_c3_sup3.jpg"",""stims/ani_c3_bas3.jpg"",""stims/veg_c1_bas3.jpg"",""stims/veh_c2_bas3.jpg"",""stims/veg_c1_sub4.jpg"",""stims/veh_c2_sup3.jpg"",""stims/ani_c3_sub4.jpg""]","[""NOT a sibu"",""NOT a sibu"",""NOT a sibu"",""sibu"",""NOT a sibu"",""NOT a sibu"",""NOT a sibu"",""NOT a sibu"",""sibu""]","[""stims/ani_c3_sup3.jpg"",""stims/veh_c2_bas4.jpg"",""stims/ani_c3_sup4.jpg"",""stims/veg_c1_sup3.jpg"",""stims/veg_c1_sub5.jpg"",""stims/ani_c3_bas3.jpg"",""stims/veh_c2_sub4.jpg"",""stims/veh_c2_sup3.jpg"",""stims/ani_c3_sub5.jpg"",""stims/veg_c1_bas4.jpg"",""stims/veh_c2_sub5.jpg"",""stims/veg_c1_sup5.jpg"",""stims/veh_c2_sup5.jpg"",""stims/ani_c3_bas4.jpg"",""stims/ani_c3_sup5.jpg"",""stims/veh_c2_sup6.jpg"",""stims/veg_c1_sup6.jpg"",""stims/ani_c3_sup6.jpg"",""stims/veg_c1_sub4.jpg"",""stims/veg_c1_bas3.jpg"",""stims/veg_c1_sup4.jpg"",""stims/ani_c3_sub4.jpg"",""stims/veh_c2_sup4.jpg"",""stims/veh_c2_bas3.jpg""]",intermediate,animals,narrow,NOT a sibu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/cat-act/data/v4/raw/catact-v4_PARTICIPANT_SESSION_2023-11-07_16h41.49.449.csv,52
html-button-response,14,49604,0.0-14.0,TsuWwJvCatActhNhqdYMKsE,p111231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1640.5,"<div id=""container""><p><b><font size=""4.5"">The image you selected is a <span style=""color:#ff0000""><u>sibu</u></span>.</font></b><style=""text-align:center;"" /p><div class=""row""><div class=""column""><figure style=""opacity:0""><img src=""stims/ani_c3_sub1.jpg"" style=""width:70%""><figcaption style=""font-size:24px"">sibu</figcaption></figure></div><div class=""column""><figure><img src=""stims/ani_c3_sub1.jpg"" style=""width:70%""><figcaption style=""font-size:24px"">sibu</figcaption></figure></div><div class=""column""><figure><img src=""stims/ani_c3_bas3.jpg"" style=""width:57%; border: 5px solid #ff0000; padding: 6px""><figcaption style=""font-size:24px;color:#ff0000"">sibu</figcaption></figure></div><div class=""column""><figure style=""opacity:0""><img src=""stims/ani_c3_sub1.jpg"" style=""width:70%""><figcaption style=""font-size:24px"">sibu</figcaption></figure></div></div class=""column""></div class=""column""></div class=""column""></div class=""column""><div id=""container""><p><b><font size=""4.5"">Next, you will see a set of 24 new objects and decide which of them are sibus.</font></b><div id=""container""><p><b><font size=""4.5"">Your goal is to select <u>all</u> of the sibus.</font></b><p><i><font size=""4.5"">Click Next to continue.</font></i><style=""text-align:center;"" /p><style=""text-align:center;"" /p></div>",0,"[""stims/ani_c3_sub1.jpg"",""stims/ani_c3_sub2.jpg"",""stims/ani_c3_sub3.jpg""]",sibu,"[""stims/veh_c2_sub4.jpg"",""stims/veg_c1_sup3.jpg"",""stims/ani_c3_sup3.jpg"",""stims/ani_c3_bas3.jpg"",""stims/veg_c1_bas3.jpg"",""stims/veh_c2_bas3.jpg"",""stims/veg_c1_sub4.jpg"",""stims/veh_c2_sup3.jpg"",""stims/ani_c3_sub4.jpg""]","[""NOT a sibu"",""NOT a sibu"",""NOT a sibu"",""sibu"",""NOT a sibu"",""NOT a sibu"",""NOT a sibu"",""NOT a sibu"",""sibu""]","[""stims/ani_c3_sup3.jpg"",""stims/veh_c2_bas4.jpg"",""stims/ani_c3_sup4.jpg"",""stims/veg_c1_sup3.jpg"",""stims/veg_c1_sub5.jpg"",""stims/ani_c3_bas3.jpg"",""stims/veh_c2_sub4.jpg"",""stims/veh_c2_sup3.jpg"",""stims/ani_c3_sub5.jpg"",""stims/veg_c1_bas4.jpg"",""stims/veh_c2_sub5.jpg"",""stims/veg_c1_sup5.jpg"",""stims/veh_c2_sup5.jpg"",""stims/ani_c3_bas4.jpg"",""stims/ani_c3_sup5.jpg"",""stims/veh_c2_sup6.jpg"",""stims/veg_c1_sup6.jpg"",""stims/ani_c3_sup6.jpg"",""stims/veg_c1_sub4.jpg"",""stims/veg_c1_bas3.jpg"",""stims/veg_c1_sup4.jpg"",""stims/ani_c3_sub4.jpg"",""stims/veh_c2_sup4.jpg"",""stims/veh_c2_bas3.jpg""]",intermediate,animals,narrow,NOT a sibu,stims/ani_c3_bas3.jpg,sibu,1,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/cat-act/data/v4/raw/catact-v4_PARTICIPANT_SESSION_2023-11-07_16h41.49.449.csv,52
html-button-response-catact,15,61285,0.0-15.0,TsuWwJvCatActhNhqdYMKsE,p111231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[""stims/ani_c3_sub1.jpg"",""stims/ani_c3_sub2.jpg"",""stims/ani_c3_sub3.jpg""]",sibu,"[""stims/veh_c2_sub4.jpg"",""stims/veg_c1_sup3.jpg"",""stims/ani_c3_sup3.jpg"",""stims/ani_c3_bas3.jpg"",""stims/veg_c1_bas3.jpg"",""stims/veh_c2_bas3.jpg"",""stims/veg_c1_sub4.jpg"",""stims/veh_c2_sup3.jpg"",""stims/ani_c3_sub4.jpg""]","[""NOT a sibu"",""NOT a sibu"",""NOT a sibu"",""sibu"",""NOT a sibu"",""NOT a sibu"",""NOT a sibu"",""NOT a sibu"",""sibu""]","[""stims/ani_c3_sup3.jpg"",""stims/veh_c2_bas4.jpg"",""stims/ani_c3_sup4.jpg"",""stims/veg_c1_sup3.jpg"",""stims/veg_c1_sub5.jpg"",""stims/ani_c3_bas3.jpg"",""stims/veh_c2_sub4.jpg"",""stims/veh_c2_sup3.jpg"",""stims/ani_c3_sub5.jpg"",""stims/veg_c1_bas4.jpg"",""stims/veh_c2_sub5.jpg"",""stims/veg_c1_sup5.jpg"",""stims/veh_c2_sup5.jpg"",""stims/ani_c3_bas4.jpg"",""stims/ani_c3_sup5.jpg"",""stims/veh_c2_sup6.jpg"",""stims/veg_c1_sup6.jpg"",""stims/ani_c3_sup6.jpg"",""stims/veg_c1_sub4.jpg"",""stims/veg_c1_bas3.jpg"",""stims/veg_c1_sup4.jpg"",""stims/ani_c3_sub4.jpg"",""stims/veh_c2_sup4.jpg"",""stims/veh_c2_bas3.jpg""]",intermediate,animals,narrow,NOT a sibu,stims/ani_c3_bas3.jpg,sibu,NA,"[""stims/ani_c3_sub5.jpg"",""stims/ani_c3_bas4.jpg"",""stims/ani_c3_bas3.jpg"",""stims/ani_c3_sub4.jpg""]","[""8"",""13"",""5"",""21""]","[953.7000000476837,1566.1000000238419,3097.8000000715256,4580.600000023842]","[""select"",""select"",""select"",""select""]","[""stims/ani_c3_sub5.jpg"",""stims/ani_c3_bas4.jpg"",""stims/ani_c3_bas3.jpg"",""stims/ani_c3_sub4.jpg""]",11675.800000071526,NA,NA,/Users/martincz/GitHub/cat-act/data/v4/raw/catact-v4_PARTICIPANT_SESSION_2023-11-07_16h41.49.449.csv,52
