"trial_type","trial_index","time_elapsed","internal_node_id","code","subject","workerId","hitId","assignmentId","success","timeout","failed_images","failed_audio","failed_video","view_history","rt","init_locations","moves","final_locations","stim_category","response","question_order"
"pavlovia","0","7","0.0-0.0","ZvmgvOMCatActImUQZBQlLBbQ","p949692","AAADA30CFB05410A9FD04897201CFE43","076d4ae9-1d81-4eff-8850-8afaec0d02bb","1ef6de3e-19b6-47a8-be24-a54e1292a88d","","","","","","","","","","","","",""
"preload","1","4248","0.0-1.0","ZvmgvOMCatActImUQZBQlLBbQ","p949692","AAADA30CFB05410A9FD04897201CFE43","076d4ae9-1d81-4eff-8850-8afaec0d02bb","1ef6de3e-19b6-47a8-be24-a54e1292a88d","true","false","[]","[]","[]","","","","","","","",""
"fullscreen","2","7052","0.0-2.0","ZvmgvOMCatActImUQZBQlLBbQ","p949692","AAADA30CFB05410A9FD04897201CFE43","076d4ae9-1d81-4eff-8850-8afaec0d02bb","1ef6de3e-19b6-47a8-be24-a54e1292a88d","true","","","","","","","","","","","",""
"instructions","3","35446","0.0-3.0","ZvmgvOMCatActImUQZBQlLBbQ","p949692","AAADA30CFB05410A9FD04897201CFE43","076d4ae9-1d81-4eff-8850-8afaec0d02bb","1ef6de3e-19b6-47a8-be24-a54e1292a88d","","","","","","[{""page_index"":0,""viewing_time"":12661.799999713898},{""page_index"":1,""viewing_time"":6672.800000190735},{""page_index"":2,""viewing_time"":5056.199999809265},{""page_index"":3,""viewing_time"":3999.6000003814697}]","28390.799999713898","","","","","",""
"free-sort","4","41851","0.0-4.0","ZvmgvOMCatActImUQZBQlLBbQ","p949692","AAADA30CFB05410A9FD04897201CFE43","076d4ae9-1d81-4eff-8850-8afaec0d02bb","1ef6de3e-19b6-47a8-be24-a54e1292a88d","","","","","","","6404","[{""src"":""images/house_2.jpg"",""x"":877.0666666666667,""y"":0},{""src"":""images/cottage.jpg"",""x"":-177.0666666666667,""y"":600},{""src"":""images/house_3.jpg"",""x"":877.0666666666667,""y"":600},{""src"":""images/house_1.jpg"",""x"":-177.0666666666667,""y"":0}]","[{""src"":""images/house_1.jpg"",""x"":287,""y"":79},{""src"":""images/house_2.jpg"",""x"":403,""y"":77},{""src"":""images/house_3.jpg"",""x"":496,""y"":144},{""src"":""images/cottage.jpg"",""x"":198,""y"":503}]","[{""src"":""images/house_2.jpg"",""x"":403,""y"":77},{""src"":""images/cottage.jpg"",""x"":198,""y"":503},{""src"":""images/house_3.jpg"",""x"":496,""y"":144},{""src"":""images/house_1.jpg"",""x"":287,""y"":79}]","practice_1","",""
"free-sort","5","51541","0.0-5.0","ZvmgvOMCatActImUQZBQlLBbQ","p949692","AAADA30CFB05410A9FD04897201CFE43","076d4ae9-1d81-4eff-8850-8afaec0d02bb","1ef6de3e-19b6-47a8-be24-a54e1292a88d","","","","","","","9689","[{""src"":""images/screwdriver_2.jpg"",""x"":877.0666666666667,""y"":0},{""src"":""images/screwdriver_1.jpg"",""x"":-177.0666666666667,""y"":600},{""src"":""images/hammer_2.jpg"",""x"":877.0666666666667,""y"":300},{""src"":""images/hammer_1.jpg"",""x"":-177.0666666666667,""y"":300},{""src"":""images/microphone.jpg"",""x"":877.0666666666667,""y"":600}]","[{""src"":""images/hammer_1.jpg"",""x"":128,""y"":187},{""src"":""images/screwdriver_1.jpg"",""x"":312,""y"":489},{""src"":""images/hammer_2.jpg"",""x"":219,""y"":94},{""src"":""images/screwdriver_1.jpg"",""x"":553,""y"":163},{""src"":""images/screwdriver_2.jpg"",""x"":513,""y"":83},{""src"":""images/microphone.jpg"",""x"":325,""y"":464}]","[{""src"":""images/screwdriver_2.jpg"",""x"":513,""y"":83},{""src"":""images/screwdriver_1.jpg"",""x"":553,""y"":163},{""src"":""images/hammer_2.jpg"",""x"":219,""y"":94},{""src"":""images/hammer_1.jpg"",""x"":128,""y"":187},{""src"":""images/microphone.jpg"",""x"":325,""y"":464}]","practice_2","",""
"free-sort","6","78196","0.0-6.0","ZvmgvOMCatActImUQZBQlLBbQ","p949692","AAADA30CFB05410A9FD04897201CFE43","076d4ae9-1d81-4eff-8850-8afaec0d02bb","1ef6de3e-19b6-47a8-be24-a54e1292a88d","","","","","","","26652.5","[{""src"":""stims_spo/sup2.jpg"",""x"":830.4000000000001,""y"":0},{""src"":""stims_spo/sup3.jpg"",""x"":-130.40000000000003,""y"":600},{""src"":""stims_spo/sub2.jpg"",""x"":830.4000000000001,""y"":200},{""src"":""stims_spo/bas3.jpg"",""x"":-130.40000000000003,""y"":400},{""src"":""stims_spo/bas4.jpg"",""x"":830.4000000000001,""y"":400},{""src"":""stims_spo/sup1.jpg"",""x"":-130.40000000000003,""y"":200},{""src"":""stims_spo/sup5.jpg"",""x"":830.4000000000001,""y"":600},{""src"":""stims_spo/sub4.jpg"",""x"":-130.40000000000003,""y"":0},{""src"":""stims_spo/bas1.jpg"",""x"":970.4000000000001,""y"":0},{""src"":""stims_spo/sup6.jpg"",""x"":-270.40000000000003,""y"":600},{""src"":""stims_spo/sub1.jpg"",""x"":970.4000000000001,""y"":200},{""src"":""stims_spo/bas2.jpg"",""x"":-270.40000000000003,""y"":400},{""src"":""stims_spo/sub5.jpg"",""x"":970.4000000000001,""y"":400},{""src"":""stims_spo/sup4.jpg"",""x"":-270.40000000000003,""y"":200},{""src"":""stims_spo/sub3.jpg"",""x"":970.4000000000001,""y"":600}]","[{""src"":""stims_spo/sub4.jpg"",""x"":178,""y"":90},{""src"":""stims_spo/bas2.jpg"",""x"":118,""y"":164},{""src"":""stims_spo/bas3.jpg"",""x"":174,""y"":133},{""src"":""stims_spo/bas3.jpg"",""x"":215,""y"":166},{""src"":""stims_spo/sup1.jpg"",""x"":90,""y"":386},{""src"":""stims_spo/sup4.jpg"",""x"":144,""y"":418},{""src"":""stims_spo/sup6.jpg"",""x"":134,""y"":494},{""src"":""stims_spo/sup3.jpg"",""x"":267,""y"":498},{""src"":""stims_spo/sub5.jpg"",""x"":283,""y"":90},{""src"":""stims_spo/sub2.jpg"",""x"":463,""y"":138},{""src"":""stims_spo/sub1.jpg"",""x"":466,""y"":130},{""src"":""stims_spo/sub1.jpg"",""x"":411,""y"":58},{""src"":""stims_spo/sub2.jpg"",""x"":496,""y"":83},{""src"":""stims_spo/bas1.jpg"",""x"":375,""y"":171},{""src"":""stims_spo/bas4.jpg"",""x"":477,""y"":197},{""src"":""stims_spo/sub3.jpg"",""x"":580,""y"":223},{""src"":""stims_spo/sup5.jpg"",""x"":466,""y"":533},{""src"":""stims_spo/sup6.jpg"",""x"":296,""y"":270},{""src"":""stims_spo/sup2.jpg"",""x"":381,""y"":485},{""src"":""stims_spo/sup6.jpg"",""x"":583,""y"":463}]","[{""src"":""stims_spo/sup2.jpg"",""x"":381,""y"":485},{""src"":""stims_spo/sup3.jpg"",""x"":267,""y"":498},{""src"":""stims_spo/sub2.jpg"",""x"":496,""y"":83},{""src"":""stims_spo/bas3.jpg"",""x"":215,""y"":166},{""src"":""stims_spo/bas4.jpg"",""x"":477,""y"":197},{""src"":""stims_spo/sup1.jpg"",""x"":90,""y"":386},{""src"":""stims_spo/sup5.jpg"",""x"":466,""y"":533},{""src"":""stims_spo/sub4.jpg"",""x"":178,""y"":90},{""src"":""stims_spo/bas1.jpg"",""x"":375,""y"":171},{""src"":""stims_spo/sup6.jpg"",""x"":583,""y"":463},{""src"":""stims_spo/sub1.jpg"",""x"":411,""y"":58},{""src"":""stims_spo/bas2.jpg"",""x"":118,""y"":164},{""src"":""stims_spo/sub5.jpg"",""x"":283,""y"":90},{""src"":""stims_spo/sup4.jpg"",""x"":144,""y"":418},{""src"":""stims_spo/sub3.jpg"",""x"":580,""y"":223}]","stims_spo","",""
"free-sort","7","102370","0.0-7.0","ZvmgvOMCatActImUQZBQlLBbQ","p949692","AAADA30CFB05410A9FD04897201CFE43","076d4ae9-1d81-4eff-8850-8afaec0d02bb","1ef6de3e-19b6-47a8-be24-a54e1292a88d","","","","","","","24172.400000095367","[{""src"":""stims_sta/sup1.jpg"",""x"":830.4000000000001,""y"":0},{""src"":""stims_sta/sub3.jpg"",""x"":-130.40000000000003,""y"":600},{""src"":""stims_sta/bas1.jpg"",""x"":830.4000000000001,""y"":200},{""src"":""stims_sta/sub5.jpg"",""x"":-130.40000000000003,""y"":400},{""src"":""stims_sta/sup4.jpg"",""x"":830.4000000000001,""y"":400},{""src"":""stims_sta/sub2.jpg"",""x"":-130.40000000000003,""y"":200},{""src"":""stims_sta/bas4.jpg"",""x"":830.4000000000001,""y"":600},{""src"":""stims_sta/sup2.jpg"",""x"":-130.40000000000003,""y"":0},{""src"":""stims_sta/sup5.jpg"",""x"":970.4000000000001,""y"":0},{""src"":""stims_sta/sub4.jpg"",""x"":-270.40000000000003,""y"":600},{""src"":""stims_sta/bas3.jpg"",""x"":970.4000000000001,""y"":200},{""src"":""stims_sta/bas2.jpg"",""x"":-270.40000000000003,""y"":400},{""src"":""stims_sta/sup3.jpg"",""x"":970.4000000000001,""y"":400},{""src"":""stims_sta/sub1.jpg"",""x"":-270.40000000000003,""y"":200},{""src"":""stims_sta/sup6.jpg"",""x"":970.4000000000001,""y"":600}]","[{""src"":""stims_sta/sup2.jpg"",""x"":210,""y"":129},{""src"":""stims_sta/sub2.jpg"",""x"":180,""y"":489},{""src"":""stims_sta/sup2.jpg"",""x"":220,""y"":89},{""src"":""stims_sta/sub1.jpg"",""x"":255,""y"":413},{""src"":""stims_sta/sub5.jpg"",""x"":201,""y"":436},{""src"":""stims_sta/sub2.jpg"",""x"":258,""y"":550},{""src"":""stims_sta/sub2.jpg"",""x"":250,""y"":525},{""src"":""stims_sta/sub1.jpg"",""x"":211,""y"":401},{""src"":""stims_sta/sub1.jpg"",""x"":91,""y"":371},{""src"":""stims_sta/sub5.jpg"",""x"":187,""y"":409},{""src"":""stims_sta/sub3.jpg"",""x"":155,""y"":489},{""src"":""stims_sta/sub4.jpg"",""x"":289,""y"":402},{""src"":""stims_sta/bas2.jpg"",""x"":379,""y"":516},{""src"":""stims_sta/bas3.jpg"",""x"":479,""y"":486},{""src"":""stims_sta/bas1.jpg"",""x"":412,""y"":428},{""src"":""stims_sta/bas4.jpg"",""x"":558,""y"":442},{""src"":""stims_sta/sup4.jpg"",""x"":304,""y"":91},{""src"":""stims_sta/sup3.jpg"",""x"":463,""y"":93},{""src"":""stims_sta/sup1.jpg"",""x"":567,""y"":125},{""src"":""stims_sta/sup5.jpg"",""x"":103,""y"":157},{""src"":""stims_sta/sup6.jpg"",""x"":409,""y"":202},{""src"":""stims_sta/sub1.jpg"",""x"":80,""y"":404}]","[{""src"":""stims_sta/sup1.jpg"",""x"":567,""y"":125},{""src"":""stims_sta/sub3.jpg"",""x"":155,""y"":489},{""src"":""stims_sta/bas1.jpg"",""x"":412,""y"":428},{""src"":""stims_sta/sub5.jpg"",""x"":187,""y"":409},{""src"":""stims_sta/sup4.jpg"",""x"":304,""y"":91},{""src"":""stims_sta/sub2.jpg"",""x"":250,""y"":525},{""src"":""stims_sta/bas4.jpg"",""x"":558,""y"":442},{""src"":""stims_sta/sup2.jpg"",""x"":220,""y"":89},{""src"":""stims_sta/sup5.jpg"",""x"":103,""y"":157},{""src"":""stims_sta/sub4.jpg"",""x"":289,""y"":402},{""src"":""stims_sta/bas3.jpg"",""x"":479,""y"":486},{""src"":""stims_sta/bas2.jpg"",""x"":379,""y"":516},{""src"":""stims_sta/sup3.jpg"",""x"":463,""y"":93},{""src"":""stims_sta/sub1.jpg"",""x"":80,""y"":404},{""src"":""stims_sta/sup6.jpg"",""x"":409,""y"":202}]","stims_sta","",""
"free-sort","8","123300","0.0-8.0","ZvmgvOMCatActImUQZBQlLBbQ","p949692","AAADA30CFB05410A9FD04897201CFE43","076d4ae9-1d81-4eff-8850-8afaec0d02bb","1ef6de3e-19b6-47a8-be24-a54e1292a88d","","","","","","","20929","[{""src"":""stims_fru/sub1.jpg"",""x"":830.4000000000001,""y"":0},{""src"":""stims_fru/bas3.jpg"",""x"":-130.40000000000003,""y"":600},{""src"":""stims_fru/sub4.jpg"",""x"":830.4000000000001,""y"":200},{""src"":""stims_fru/sup5.jpg"",""x"":-130.40000000000003,""y"":400},{""src"":""stims_fru/sup4.jpg"",""x"":830.4000000000001,""y"":400},{""src"":""stims_fru/bas4.jpg"",""x"":-130.40000000000003,""y"":200},{""src"":""stims_fru/bas2.jpg"",""x"":830.4000000000001,""y"":600},{""src"":""stims_fru/sub3.jpg"",""x"":-130.40000000000003,""y"":0},{""src"":""stims_fru/sup2.jpg"",""x"":970.4000000000001,""y"":0},{""src"":""stims_fru/sub2.jpg"",""x"":-270.40000000000003,""y"":600},{""src"":""stims_fru/sup3.jpg"",""x"":970.4000000000001,""y"":200},{""src"":""stims_fru/bas1.jpg"",""x"":-270.40000000000003,""y"":400},{""src"":""stims_fru/sup1.jpg"",""x"":970.4000000000001,""y"":400},{""src"":""stims_fru/sup6.jpg"",""x"":-270.40000000000003,""y"":200},{""src"":""stims_fru/sub5.jpg"",""x"":970.4000000000001,""y"":600}]","[{""src"":""stims_fru/sub3.jpg"",""x"":238,""y"":101},{""src"":""stims_fru/bas4.jpg"",""x"":176,""y"":179},{""src"":""stims_fru/bas1.jpg"",""x"":97,""y"":206},{""src"":""stims_fru/bas3.jpg"",""x"":92,""y"":290},{""src"":""stims_fru/sub2.jpg"",""x"":111,""y"":359},{""src"":""stims_fru/sup5.jpg"",""x"":536,""y"":484},{""src"":""stims_fru/sup1.jpg"",""x"":589,""y"":363},{""src"":""stims_fru/sup3.jpg"",""x"":618,""y"":245},{""src"":""stims_fru/sup4.jpg"",""x"":575,""y"":140},{""src"":""stims_fru/sup2.jpg"",""x"":488,""y"":284},{""src"":""stims_fru/bas2.jpg"",""x"":118,""y"":472},{""src"":""stims_fru/sup6.jpg"",""x"":480,""y"":167},{""src"":""stims_fru/sub1.jpg"",""x"":174,""y"":268},{""src"":""stims_fru/sub4.jpg"",""x"":205,""y"":370},{""src"":""stims_fru/sub5.jpg"",""x"":246,""y"":489}]","[{""src"":""stims_fru/sub1.jpg"",""x"":174,""y"":268},{""src"":""stims_fru/bas3.jpg"",""x"":92,""y"":290},{""src"":""stims_fru/sub4.jpg"",""x"":205,""y"":370},{""src"":""stims_fru/sup5.jpg"",""x"":536,""y"":484},{""src"":""stims_fru/sup4.jpg"",""x"":575,""y"":140},{""src"":""stims_fru/bas4.jpg"",""x"":176,""y"":179},{""src"":""stims_fru/bas2.jpg"",""x"":118,""y"":472},{""src"":""stims_fru/sub3.jpg"",""x"":238,""y"":101},{""src"":""stims_fru/sup2.jpg"",""x"":488,""y"":284},{""src"":""stims_fru/sub2.jpg"",""x"":111,""y"":359},{""src"":""stims_fru/sup3.jpg"",""x"":618,""y"":245},{""src"":""stims_fru/bas1.jpg"",""x"":97,""y"":206},{""src"":""stims_fru/sup1.jpg"",""x"":589,""y"":363},{""src"":""stims_fru/sup6.jpg"",""x"":480,""y"":167},{""src"":""stims_fru/sub5.jpg"",""x"":246,""y"":489}]","stims_fru","",""
"free-sort","9","164746","0.0-9.0","ZvmgvOMCatActImUQZBQlLBbQ","p949692","AAADA30CFB05410A9FD04897201CFE43","076d4ae9-1d81-4eff-8850-8afaec0d02bb","1ef6de3e-19b6-47a8-be24-a54e1292a88d","","","","","","","41445.09999990463","[{""src"":""stims_ani/sub2.jpg"",""x"":830.4000000000001,""y"":0},{""src"":""stims_ani/sup3.jpg"",""x"":-130.40000000000003,""y"":600},{""src"":""stims_ani/bas4.jpg"",""x"":830.4000000000001,""y"":200},{""src"":""stims_ani/sup6.jpg"",""x"":-130.40000000000003,""y"":400},{""src"":""stims_ani/bas2.jpg"",""x"":830.4000000000001,""y"":400},{""src"":""stims_ani/sup2.jpg"",""x"":-130.40000000000003,""y"":200},{""src"":""stims_ani/bas3.jpg"",""x"":830.4000000000001,""y"":600},{""src"":""stims_ani/sup1.jpg"",""x"":-130.40000000000003,""y"":0},{""src"":""stims_ani/sup5.jpg"",""x"":970.4000000000001,""y"":0},{""src"":""stims_ani/sub4.jpg"",""x"":-270.40000000000003,""y"":600},{""src"":""stims_ani/sub3.jpg"",""x"":970.4000000000001,""y"":200},{""src"":""stims_ani/bas1.jpg"",""x"":-270.40000000000003,""y"":400},{""src"":""stims_ani/sub5.jpg"",""x"":970.4000000000001,""y"":400},{""src"":""stims_ani/sup4.jpg"",""x"":-270.40000000000003,""y"":200},{""src"":""stims_ani/sub1.jpg"",""x"":970.4000000000001,""y"":600}]","[{""src"":""stims_ani/sup1.jpg"",""x"":216,""y"":92},{""src"":""stims_ani/sup4.jpg"",""x"":121,""y"":173},{""src"":""stims_ani/sup1.jpg"",""x"":170,""y"":77},{""src"":""stims_ani/sup4.jpg"",""x"":81,""y"":167},{""src"":""stims_ani/sup2.jpg"",""x"":602,""y"":296},{""src"":""stims_ani/bas1.jpg"",""x"":53,""y"":287},{""src"":""stims_ani/sup6.jpg"",""x"":601,""y"":193},{""src"":""stims_ani/sup3.jpg"",""x"":63,""y"":372},{""src"":""stims_ani/sub4.jpg"",""x"":178,""y"":283},{""src"":""stims_ani/bas3.jpg"",""x"":135,""y"":488},{""src"":""stims_ani/bas2.jpg"",""x"":232,""y"":494},{""src"":""stims_ani/sub5.jpg"",""x"":189,""y"":390},{""src"":""stims_ani/sup4.jpg"",""x"":518,""y"":108},{""src"":""stims_ani/sup1.jpg"",""x"":425,""y"":68},{""src"":""stims_ani/sub2.jpg"",""x"":68,""y"":171},{""src"":""stims_ani/bas1.jpg"",""x"":189,""y"":162},{""src"":""stims_ani/sup3.jpg"",""x"":62,""y"":388},{""src"":""stims_ani/sub5.jpg"",""x"":60,""y"":282},{""src"":""stims_ani/sup3.jpg"",""x"":594,""y"":410},{""src"":""stims_ani/bas3.jpg"",""x"":56,""y"":390},{""src"":""stims_ani/bas2.jpg"",""x"":166,""y"":396},{""src"":""stims_ani/sub1.jpg"",""x"":237,""y"":495},{""src"":""stims_ani/sub3.jpg"",""x"":264,""y"":296},{""src"":""stims_ani/bas2.jpg"",""x"":286,""y"":500},{""src"":""stims_ani/sub1.jpg"",""x"":177,""y"":383},{""src"":""stims_ani/bas2.jpg"",""x"":169,""y"":488},{""src"":""stims_ani/bas4.jpg"",""x"":275,""y"":491},{""src"":""stims_ani/sup5.jpg"",""x"":500,""y"":221}]","[{""src"":""stims_ani/sub2.jpg"",""x"":68,""y"":171},{""src"":""stims_ani/sup3.jpg"",""x"":594,""y"":410},{""src"":""stims_ani/bas4.jpg"",""x"":275,""y"":491},{""src"":""stims_ani/sup6.jpg"",""x"":601,""y"":193},{""src"":""stims_ani/bas2.jpg"",""x"":169,""y"":488},{""src"":""stims_ani/sup2.jpg"",""x"":602,""y"":296},{""src"":""stims_ani/bas3.jpg"",""x"":56,""y"":390},{""src"":""stims_ani/sup1.jpg"",""x"":425,""y"":68},{""src"":""stims_ani/sup5.jpg"",""x"":500,""y"":221},{""src"":""stims_ani/sub4.jpg"",""x"":178,""y"":283},{""src"":""stims_ani/sub3.jpg"",""x"":264,""y"":296},{""src"":""stims_ani/bas1.jpg"",""x"":189,""y"":162},{""src"":""stims_ani/sub5.jpg"",""x"":60,""y"":282},{""src"":""stims_ani/sup4.jpg"",""x"":518,""y"":108},{""src"":""stims_ani/sub1.jpg"",""x"":177,""y"":383}]","stims_ani","",""
